Index,round_number,text_id,prolific_id,emotion,confidence,participant_age,participant_gender,participant_education,participant_ethnicity,participant_current_emotion,suddenness,familiarity,predict_event,pleasantness,unpleasantness,goal_relevance,chance_responsblt,self_responsblt,other_responsblt,predict_conseq,goal_support,urgency,self_control,other_control,chance_control,accept_conseq,standards,social_norms,attention,not_consider,effort,extravert,critical,dependable,anxious,open,quiet,sympathetic,disorganized,calm,conventional,feedback
24,0,6204,67b5c6b2492bf437a12ecb4b,Sadness,5,31,Man,High School,North American,Fear,4,5,2,1,5,3,5,3,3,3,1,5,4,5,5,3,3,1,5,5,1,3,4,6,6,7,7,6,1,4,1,Great little study :)
25,0,510,678d740cc2e4b4cd6e5a48a8,Boredom,1,34,Woman,Graduate degree (MA/MSc/MPhil/other),African,Joy,5,5,4,5,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,7,6,6,1,6,2,6,1,6,1,
26,0,52458,678d740cc2e4b4cd6e5a48a8,Anger,1,34,Woman,Graduate degree (MA/MSc/MPhil/other),African,Joy,4,4,4,3,3,4,4,2,4,5,4,4,4,5,4,5,5,5,4,5,5,7,6,6,1,6,2,6,1,6,1,
27,0,51241,678d740cc2e4b4cd6e5a48a8,Disgust,4,34,Woman,Graduate degree (MA/MSc/MPhil/other),African,Joy,5,4,4,4,4,4,4,5,4,5,4,5,4,4,4,5,5,4,4,5,4,7,6,6,1,6,2,6,1,6,1,
28,0,525,678d740cc2e4b4cd6e5a48a8,Fear,4,34,Woman,Graduate degree (MA/MSc/MPhil/other),African,Joy,4,4,3,4,5,5,5,4,5,3,4,4,4,5,3,4,4,4,5,5,4,7,6,6,1,6,2,6,1,6,1,
29,0,51577,678d740cc2e4b4cd6e5a48a8,Pride,2,34,Woman,Graduate degree (MA/MSc/MPhil/other),African,Joy,4,5,5,4,4,4,5,4,5,5,4,5,5,4,5,4,4,5,4,5,5,7,6,6,1,6,2,6,1,6,1,
30,0,548,66c9f7305f8a64d04cb5344c,Sadness,4,20,Woman,High School,European,Relief,2,4,2,1,5,2,3,1,5,2,1,3,3,2,2,2,4,3,3,4,4,4,5,3,6,3,6,5,5,4,1,
31,0,51922,66c9f7305f8a64d04cb5344c,Relief,4,20,Woman,High School,European,Relief,3,2,3,5,1,4,2,5,3,3,4,4,4,3,4,3,1,1,4,1,3,4,5,3,6,3,6,5,5,4,1,
32,0,6154,66c9f7305f8a64d04cb5344c,Boredom,5,20,Woman,High School,European,Relief,2,4,2,1,4,2,4,1,4,3,2,1,1,4,4,4,4,2,4,4,5,4,5,3,6,3,6,5,5,4,1,
33,0,614,66c9f7305f8a64d04cb5344c,Shame,4,20,Woman,High School,European,Relief,4,2,4,2,4,3,2,1,4,2,2,2,2,4,4,3,4,4,3,4,3,4,5,3,6,3,6,5,5,4,1,
34,0,3320,66c9f7305f8a64d04cb5344c,Surprise,3,20,Woman,High School,European,Relief,3,2,3,2,3,2,2,4,4,4,4,5,4,3,2,3,3,1,3,3,4,4,5,3,6,3,6,5,5,4,1,
35,0,349,672a844656ca03498e04cd76,Disgust,1,35,Man,Graduate degree (MA/MSc/MPhil/other),African,Relief,1,3,5,1,5,1,3,1,5,1,3,1,2,4,4,1,3,1,5,4,5,7,1,6,1,7,7,6,2,6,1,Enjoyable study well constructed. Hope to have made a valuable impact and hope to be invited in another study.
36,0,2195,672a844656ca03498e04cd76,Pride,1,35,Man,Graduate degree (MA/MSc/MPhil/other),African,Relief,1,5,1,5,1,1,4,5,1,3,5,3,5,3,5,3,1,1,5,1,1,7,1,6,1,7,7,6,2,6,1,Enjoyable study well constructed. Hope to have made a valuable impact and hope to be invited in another study.
37,0,6162,672a844656ca03498e04cd76,Pride,1,35,Man,Graduate degree (MA/MSc/MPhil/other),African,Relief,5,1,5,5,1,1,3,3,5,1,1,5,4,5,5,1,1,3,5,1,5,7,1,6,1,7,7,6,2,6,1,Enjoyable study well constructed. Hope to have made a valuable impact and hope to be invited in another study.
38,0,2218,672a844656ca03498e04cd76,Relief,1,35,Man,Graduate degree (MA/MSc/MPhil/other),African,Relief,1,3,1,3,3,5,4,3,3,4,5,5,5,3,1,5,1,1,5,1,5,7,1,6,1,7,7,6,2,6,1,Enjoyable study well constructed. Hope to have made a valuable impact and hope to be invited in another study.
39,0,5105,672a844656ca03498e04cd76,Shame,3,35,Man,Graduate degree (MA/MSc/MPhil/other),African,Relief,5,1,5,1,5,3,1,1,5,1,1,1,1,5,3,1,1,1,3,1,3,7,1,6,1,7,7,6,2,6,1,Enjoyable study well constructed. Hope to have made a valuable impact and hope to be invited in another study.
40,0,5642,675166e33d02fe8733f00ef2,Sadness,5,41,Woman,Graduate degree (MA/MSc/MPhil/other),African,Trust,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,1,3,5,5,5,4,4,3,3,3,3,4,none.
41,0,4327,675166e33d02fe8733f00ef2,Anger,5,41,Woman,Graduate degree (MA/MSc/MPhil/other),African,Trust,2,2,4,4,2,3,2,3,3,3,2,3,2,3,3,3,3,2,3,4,3,5,5,5,4,4,3,3,3,3,4,none.
42,0,6954,675166e33d02fe8733f00ef2,Joy,4,41,Woman,Graduate degree (MA/MSc/MPhil/other),African,Trust,3,4,3,2,2,3,3,2,4,3,2,3,3,4,4,3,3,3,4,2,3,5,5,5,4,4,3,3,3,3,4,none.
43,0,5556,675166e33d02fe8733f00ef2,Disgust,4,41,Woman,Graduate degree (MA/MSc/MPhil/other),African,Trust,2,2,3,3,3,1,3,1,2,2,3,3,2,2,3,2,2,3,3,2,3,5,5,5,4,4,3,3,3,3,4,none.
44,0,7143,675166e33d02fe8733f00ef2,Sadness,4,41,Woman,Graduate degree (MA/MSc/MPhil/other),African,Trust,2,3,3,2,3,3,3,2,3,3,2,2,2,3,3,2,2,3,3,3,3,5,5,5,4,4,3,3,3,3,4,none.
45,0,6235,65feaaac53eb219f09ad5ea0,Anger,2,24,Man,Graduate degree (MA/MSc/MPhil/other),African,Relief,1,5,1,1,5,2,2,5,1,3,2,4,4,1,4,2,3,1,4,5,3,7,2,7,1,7,4,6,1,7,2,Everything was okay.
46,0,2212,65feaaac53eb219f09ad5ea0,Joy,1,24,Man,Graduate degree (MA/MSc/MPhil/other),African,Relief,5,1,4,5,1,4,3,5,2,5,5,1,5,2,1,2,4,1,4,1,1,7,2,7,1,7,4,6,1,7,2,Everything was okay.
47,0,52593,65feaaac53eb219f09ad5ea0,Fear,1,24,Man,Graduate degree (MA/MSc/MPhil/other),African,Relief,5,1,5,2,4,5,5,5,1,5,4,4,5,3,1,2,4,1,5,4,4,7,2,7,1,7,4,6,1,7,2,Everything was okay.
48,0,5700,65feaaac53eb219f09ad5ea0,Anger,1,24,Man,Graduate degree (MA/MSc/MPhil/other),African,Relief,5,5,4,1,5,2,1,1,5,3,2,5,4,5,1,2,4,5,5,5,2,7,2,7,1,7,4,6,1,7,2,Everything was okay.
49,0,51922,65feaaac53eb219f09ad5ea0,Joy,1,24,Man,Graduate degree (MA/MSc/MPhil/other),African,Relief,1,4,5,5,1,5,5,1,2,4,5,4,1,5,5,4,4,1,5,1,1,7,2,7,1,7,4,6,1,7,2,Everything was okay.
50,0,41641,6266aa7132e3a5bf1631ac1b,Surprise,5,54,Woman,Undegraduate degree (BA/BSc/other),European,Trust,5,3,3,5,3,3,1,3,5,5,5,5,3,3,5,3,1,1,3,1,1,6,1,7,1,4,4,7,1,5,1,Ethnic group did not have white/Caucasian listed so i put other.  I think European is similar to white/Caucasian response but just wanted to clarify.
51,0,52784,6266aa7132e3a5bf1631ac1b,Fear,3,54,Woman,Undegraduate degree (BA/BSc/other),European,Trust,3,3,1,1,5,1,3,1,5,3,3,3,2,1,3,3,4,3,5,5,3,6,1,7,1,4,4,7,1,5,1,Ethnic group did not have white/Caucasian listed so i put other.  I think European is similar to white/Caucasian response but just wanted to clarify.
52,0,5639,6266aa7132e3a5bf1631ac1b,Anger,5,54,Woman,Undegraduate degree (BA/BSc/other),European,Trust,5,5,3,1,5,3,5,1,5,1,1,5,3,5,5,1,5,3,5,1,4,6,1,7,1,4,4,7,1,5,1,Ethnic group did not have white/Caucasian listed so i put other.  I think European is similar to white/Caucasian response but just wanted to clarify.
53,0,4117,6266aa7132e3a5bf1631ac1b,Sadness,5,54,Woman,Undegraduate degree (BA/BSc/other),European,Trust,3,3,1,1,5,5,3,5,1,5,1,3,1,5,3,3,4,1,3,5,4,6,1,7,1,4,4,7,1,5,1,Ethnic group did not have white/Caucasian listed so i put other.  I think European is similar to white/Caucasian response but just wanted to clarify.
54,0,52502,6266aa7132e3a5bf1631ac1b,Joy,5,54,Woman,Undegraduate degree (BA/BSc/other),European,Trust,4,3,5,5,1,5,5,5,3,5,5,5,3,3,5,5,1,1,5,1,3,6,1,7,1,4,4,7,1,5,1,Ethnic group did not have white/Caucasian listed so i put other.  I think European is similar to white/Caucasian response but just wanted to clarify.
55,0,47,67ce33f5cf74f7db66da5368,Anger,3,43,Man,Graduate degree (MA/MSc/MPhil/other),Prefer not to answer,Relief,1,5,3,1,5,1,5,1,5,5,3,5,1,5,5,1,3,5,5,5,5,7,3,7,5,7,7,7,1,7,1,The survey was perfect.
56,0,6224,67ce33f5cf74f7db66da5368,Anger,1,43,Man,Graduate degree (MA/MSc/MPhil/other),Prefer not to answer,Relief,2,4,3,1,5,3,1,1,5,3,4,5,1,5,1,5,5,5,5,5,5,7,3,7,5,7,7,7,1,7,1,The survey was perfect.
57,0,90,67ce33f5cf74f7db66da5368,Trust,5,43,Man,Graduate degree (MA/MSc/MPhil/other),Prefer not to answer,Relief,1,5,3,1,5,1,5,1,5,3,5,3,1,5,1,1,3,1,5,3,2,7,3,7,5,7,7,7,1,7,1,The survey was perfect.
58,0,52338,67ce33f5cf74f7db66da5368,Shame,5,43,Man,Graduate degree (MA/MSc/MPhil/other),Prefer not to answer,Relief,3,5,3,1,5,4,1,5,1,5,1,3,5,1,1,5,5,5,5,2,1,7,3,7,5,7,7,7,1,7,1,The survey was perfect.
59,0,61094,67ce33f5cf74f7db66da5368,Trust,4,43,Man,Graduate degree (MA/MSc/MPhil/other),Prefer not to answer,Relief,1,1,5,3,3,5,3,5,5,1,5,1,5,5,1,5,1,1,3,1,1,7,3,7,5,7,7,7,1,7,1,The survey was perfect.
60,0,90,678c41cb023e304c03871747,Anger,4,32,Woman,Graduate degree (MA/MSc/MPhil/other),African,Joy,2,3,1,3,4,2,3,3,3,3,3,3,1,5,4,2,4,3,5,5,3,6,2,6,2,6,5,6,1,6,2,
61,0,52116,678c41cb023e304c03871747,Sadness,4,32,Woman,Graduate degree (MA/MSc/MPhil/other),African,Joy,5,2,5,1,5,4,2,4,4,5,4,4,3,5,2,3,3,4,4,5,4,6,2,6,2,6,5,6,1,6,2,
62,0,51287,678c41cb023e304c03871747,Pride,5,32,Woman,Graduate degree (MA/MSc/MPhil/other),African,Joy,4,1,4,2,4,5,4,3,3,4,3,3,3,4,3,3,2,3,4,1,4,6,2,6,2,6,5,6,1,6,2,
63,0,41600,678c41cb023e304c03871747,Guilt,4,32,Woman,Graduate degree (MA/MSc/MPhil/other),African,Joy,3,5,4,3,3,3,4,3,2,4,4,4,3,4,4,2,4,4,2,4,4,6,2,6,2,6,5,6,1,6,2,
64,0,52859,678c41cb023e304c03871747,Surprise,4,32,Woman,Graduate degree (MA/MSc/MPhil/other),African,Joy,2,4,4,2,4,4,4,2,2,4,3,4,4,2,4,4,2,2,4,5,4,6,2,6,2,6,5,6,1,6,2,
65,0,3546,60fcb280d58f26d33cb004a6,Joy,1,19,Man,Secondary Eductation,Other,Boredom,4,3,3,5,1,4,1,5,5,3,4,1,1,3,1,4,1,1,5,1,1,2,3,4,4,4,5,7,4,6,4,
66,0,764,60fcb280d58f26d33cb004a6,Joy,4,19,Man,Secondary Eductation,Other,Boredom,5,1,5,3,3,5,1,4,2,4,4,1,5,5,1,2,1,1,5,1,5,2,3,4,4,4,5,7,4,6,4,
67,0,3117,60fcb280d58f26d33cb004a6,Sadness,1,19,Man,Secondary Eductation,Other,Boredom,1,5,2,1,5,5,1,2,5,1,1,3,1,5,1,2,5,5,5,5,4,2,3,4,4,4,5,7,4,6,4,
68,0,7143,60fcb280d58f26d33cb004a6,Shame,4,19,Man,Secondary Eductation,Other,Boredom,3,1,2,1,5,3,5,1,1,3,4,5,3,1,5,3,2,1,5,2,5,2,3,4,4,4,5,7,4,6,4,
69,0,3519,60fcb280d58f26d33cb004a6,Guilt,1,19,Man,Secondary Eductation,Other,Boredom,1,5,2,1,4,5,5,5,5,2,2,5,5,5,1,4,3,2,4,3,2,2,3,4,4,4,5,7,4,6,4,
70,0,52866,663b88bfc26125e23f752e31,Pride,1,60,Woman,Undegraduate degree (BA/BSc/other),European,Relief,3,4,5,4,4,3,2,2,5,5,5,4,2,5,2,5,2,1,4,2,3,7,1,7,2,5,1,7,1,6,6,
71,0,4692,663b88bfc26125e23f752e31,Guilt,1,60,Woman,Undegraduate degree (BA/BSc/other),European,Relief,3,1,3,2,4,5,4,5,2,4,3,2,5,3,1,5,3,2,5,3,4,7,1,7,2,5,1,7,1,6,6,
72,0,825,663b88bfc26125e23f752e31,Sadness,4,60,Woman,Undegraduate degree (BA/BSc/other),European,Relief,3,3,3,3,3,4,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,7,1,7,2,5,1,7,1,6,6,
73,0,6954,663b88bfc26125e23f752e31,Shame,3,60,Woman,Undegraduate degree (BA/BSc/other),European,Relief,3,3,3,3,2,4,3,4,3,4,3,3,3,3,2,3,3,5,5,3,3,7,1,7,2,5,1,7,1,6,6,
74,0,559,663b88bfc26125e23f752e31,Anger,1,60,Woman,Undegraduate degree (BA/BSc/other),European,Relief,3,5,3,1,5,5,4,3,2,4,1,5,2,4,2,3,4,1,5,3,5,7,1,7,2,5,1,7,1,6,6,
75,0,3302,651ac88823e71c05dbc1ff63,Relief,2,56,Man,High School,European,I currently do not feel any emotion,1,5,1,3,2,5,4,1,3,1,2,2,1,4,5,3,1,1,3,1,3,4,3,7,1,4,3,5,1,7,5,nothing to add
76,0,4583,651ac88823e71c05dbc1ff63,Anger,5,56,Man,High School,European,I currently do not feel any emotion,1,4,1,1,4,1,4,1,5,2,1,1,1,5,1,1,5,5,4,1,3,4,3,7,1,4,3,5,1,7,5,nothing to add
77,0,6968,651ac88823e71c05dbc1ff63,Fear,5,56,Man,High School,European,I currently do not feel any emotion,1,5,1,1,5,5,1,1,5,1,1,5,1,5,1,3,1,1,5,1,5,4,3,7,1,4,3,5,1,7,5,nothing to add
78,0,6729,651ac88823e71c05dbc1ff63,Pride,4,56,Man,High School,European,I currently do not feel any emotion,1,1,2,5,1,4,1,2,4,3,5,1,3,5,1,1,1,1,3,1,1,4,3,7,1,4,3,5,1,7,5,nothing to add
79,0,51801,651ac88823e71c05dbc1ff63,Joy,5,56,Man,High School,European,I currently do not feel any emotion,4,3,1,5,1,4,1,5,1,1,5,1,5,1,1,5,1,1,1,1,1,4,3,7,1,4,3,5,1,7,5,nothing to add
80,0,5936,6738c218706186b3fe8e8f56,Guilt,4,31,Woman,Undegraduate degree (BA/BSc/other),African,Relief,5,3,1,1,5,4,2,4,1,2,5,4,2,4,4,2,5,3,4,5,5,4,2,6,5,5,7,6,1,6,2,None
81,0,52859,6738c218706186b3fe8e8f56,Guilt,5,31,Woman,Undegraduate degree (BA/BSc/other),African,Relief,2,4,1,3,5,4,2,5,1,4,4,2,4,5,1,1,1,1,5,5,4,4,2,6,5,5,7,6,1,6,2,None
82,0,52739,6738c218706186b3fe8e8f56,Pride,5,31,Woman,Undegraduate degree (BA/BSc/other),African,Relief,5,1,4,4,1,5,1,5,1,5,5,5,4,1,1,4,4,1,4,1,5,4,2,6,5,5,7,6,1,6,2,None
83,0,51882,6738c218706186b3fe8e8f56,Anger,2,31,Woman,Undegraduate degree (BA/BSc/other),African,Relief,1,3,1,1,5,1,2,1,5,1,3,2,1,4,5,2,1,3,4,3,3,4,2,6,5,5,7,6,1,6,2,None
84,0,521,6738c218706186b3fe8e8f56,Anger,4,31,Woman,Undegraduate degree (BA/BSc/other),African,Relief,5,4,4,1,5,4,4,1,5,4,5,3,3,5,1,3,1,1,5,4,5,4,2,6,5,5,7,6,1,6,2,None
85,0,349,675344106136ec83b4e58754,Sadness,4,30,Woman,Graduate degree (MA/MSc/MPhil/other),Other,Trust,4,3,4,3,4,5,4,4,4,5,4,3,3,4,4,3,3,4,4,4,3,2,2,7,3,6,4,5,1,1,2,
86,0,2144,675344106136ec83b4e58754,Joy,4,30,Woman,Graduate degree (MA/MSc/MPhil/other),Other,Trust,4,4,4,3,4,3,4,4,3,3,4,4,3,4,4,4,3,4,4,4,4,2,2,7,3,6,4,5,1,1,2,
87,0,41621,675344106136ec83b4e58754,Surprise,4,30,Woman,Graduate degree (MA/MSc/MPhil/other),Other,Trust,4,4,4,3,3,3,4,5,4,4,5,4,4,3,4,4,4,3,4,3,4,2,2,7,3,6,4,5,1,1,2,
88,0,51227,675344106136ec83b4e58754,Joy,4,30,Woman,Graduate degree (MA/MSc/MPhil/other),Other,Trust,3,4,4,4,4,4,4,5,4,4,4,3,4,4,3,4,4,4,5,4,4,2,2,7,3,6,4,5,1,1,2,
89,0,31145,675344106136ec83b4e58754,Disgust,4,30,Woman,Graduate degree (MA/MSc/MPhil/other),Other,Trust,4,4,4,3,3,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,2,2,7,3,6,4,5,1,1,2,
90,0,41641,67cdae5f7e2313dd1b570632,Joy,4,26,Woman,Graduate degree (MA/MSc/MPhil/other),European,Boredom,2,4,2,5,2,2,2,2,5,2,3,3,4,2,2,4,2,2,3,3,3,3,2,6,5,6,6,5,1,6,1,It was an engaging exercise.
91,0,4170,67cdae5f7e2313dd1b570632,Boredom,4,26,Woman,Graduate degree (MA/MSc/MPhil/other),European,Boredom,4,2,4,2,3,2,2,4,2,5,2,3,4,1,1,5,1,1,3,3,2,3,2,6,5,6,6,5,1,6,1,It was an engaging exercise.
92,0,6422,67cdae5f7e2313dd1b570632,Guilt,4,26,Woman,Graduate degree (MA/MSc/MPhil/other),European,Boredom,1,5,2,1,5,5,1,4,1,2,1,5,2,1,2,4,3,2,5,4,5,3,2,6,5,6,6,5,1,6,1,It was an engaging exercise.
93,0,52289,67cdae5f7e2313dd1b570632,Sadness,5,26,Woman,Graduate degree (MA/MSc/MPhil/other),European,Boredom,2,4,3,1,5,5,2,3,4,3,1,4,2,5,3,4,3,1,5,4,5,3,2,6,5,6,6,5,1,6,1,It was an engaging exercise.
94,0,51624,67cdae5f7e2313dd1b570632,Relief,4,26,Woman,Graduate degree (MA/MSc/MPhil/other),European,Boredom,5,2,5,5,2,4,2,5,2,5,5,3,5,2,2,5,2,2,4,2,3,3,2,6,5,6,6,5,1,6,1,It was an engaging exercise.
95,0,3639,66f87d84fcfe786a13ff1edb,Joy,2,68,Woman,High School,European,Relief,2,2,4,4,2,4,2,4,2,4,4,2,4,2,2,4,2,2,4,2,3,6,4,6,2,6,2,6,2,6,3,"It was very cleverly written and made me think a lot, nothing was obvious."
96,0,5639,66f87d84fcfe786a13ff1edb,Fear,4,68,Woman,High School,European,Relief,2,4,2,1,5,4,4,1,5,3,2,4,2,5,3,2,5,5,5,4,4,6,4,6,2,6,2,6,2,6,3,"It was very cleverly written and made me think a lot, nothing was obvious."
97,0,6135,66f87d84fcfe786a13ff1edb,Joy,5,68,Woman,High School,European,Relief,3,4,4,5,1,3,4,1,5,3,4,5,3,5,1,4,2,1,4,2,2,6,4,6,2,6,2,6,2,6,3,"It was very cleverly written and made me think a lot, nothing was obvious."
98,0,5454,66f87d84fcfe786a13ff1edb,Surprise,3,68,Woman,High School,European,Relief,2,4,2,3,3,3,4,2,4,2,3,3,3,4,4,3,3,3,4,3,3,6,4,6,2,6,2,6,2,6,3,"It was very cleverly written and made me think a lot, nothing was obvious."
99,0,52866,66f87d84fcfe786a13ff1edb,Relief,4,68,Woman,High School,European,Relief,3,4,4,2,4,4,2,3,4,4,2,3,2,4,2,4,4,1,4,4,2,6,4,6,2,6,2,6,2,6,3,"It was very cleverly written and made me think a lot, nothing was obvious."
100,0,51592,666a1e606b80f9865c1f3d5f,Pride,4,52,Man,Undegraduate degree (BA/BSc/other),European,Sadness,1,4,1,5,1,1,1,3,4,1,5,1,1,5,1,1,1,1,1,1,1,1,3,4,1,4,6,4,2,4,2,
101,0,764,666a1e606b80f9865c1f3d5f,Fear,4,52,Man,Undegraduate degree (BA/BSc/other),European,Sadness,3,1,2,2,4,5,1,2,4,3,2,4,4,2,1,2,1,1,5,2,4,1,3,4,1,4,6,4,2,4,2,
102,0,5920,666a1e606b80f9865c1f3d5f,Anger,4,52,Man,Undegraduate degree (BA/BSc/other),European,Sadness,1,5,1,1,5,2,2,1,5,1,1,5,4,4,1,1,3,4,4,3,4,1,3,4,1,4,6,4,2,4,2,
